,acquisition,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
301,7,NLOS,1852.0,47877.0,912.0,-78.891357,-82.877571,3.358295
302,7,NLOS,2061.0,48053.0,1138.0,-79.326126,-83.269737,3.358295
303,7,NLOS,1824.0,47691.0,837.0,-78.861755,-82.798912,3.377057
304,7,NLOS,1828.0,47861.0,883.0,-79.392288,-83.726455,3.320773
305,7,NLOS,1761.0,48052.0,1087.0,-79.382774,-83.762672,3.320773
306,7,NLOS,1794.0,47696.0,1088.0,-79.544944,-83.328712,3.339534
307,7,NLOS,1805.0,47851.0,1001.0,-79.464317,-83.43608,3.358295
308,7,NLOS,1828.0,48017.0,1090.0,-79.437767,-83.455566,3.339534
309,7,NLOS,1801.0,47664.0,910.0,-79.382774,-83.508201,3.358295
310,7,NLOS,1769.0,47821.0,1004.0,-79.447402,-83.935363,3.358295
311,7,NLOS,1755.0,47988.0,1002.0,-79.52526,-83.52684,3.377057
312,7,NLOS,1780.0,48134.0,913.0,-79.559768,-83.531066,3.339534
313,7,NLOS,1800.0,47761.0,919.0,-79.498336,-83.732902,3.339534
314,7,NLOS,1758.0,47929.0,909.0,-79.449813,-83.680175,3.339534
315,7,NLOS,1829.0,48070.0,917.0,-79.552352,-84.091674,3.41458
316,7,NLOS,1820.0,47700.0,942.0,-79.380401,-83.837432,3.358295
317,7,NLOS,1768.0,47855.0,999.0,-79.401824,-83.978698,3.358295
318,7,NLOS,1780.0,47982.0,873.0,-79.527717,-83.706123,3.358295
319,7,NLOS,1796.0,47628.0,922.0,-79.498336,-83.802993,3.28325
320,7,NLOS,1776.0,47788.0,958.0,-79.459472,-83.853012,3.358295
321,7,NLOS,1803.0,47929.0,1001.0,-79.50811,-83.712486,3.377057
322,7,NLOS,1772.0,48056.0,912.0,-79.442581,-83.674942,3.358295
323,7,NLOS,1763.0,47682.0,840.0,-79.517898,-83.624816,3.339534
324,7,NLOS,1830.0,47832.0,1089.0,-79.540016,-83.861122,3.377057
325,7,NLOS,1790.0,47979.0,1089.0,-79.378028,-83.486053,3.358295
326,7,NLOS,1711.0,47713.0,914.0,-79.476432,-84.164512,3.302011
327,7,NLOS,1748.0,47872.0,1040.0,-79.670036,-83.790618,3.41458
328,7,NLOS,1772.0,48002.0,993.0,-79.577125,-83.940208,3.358295
329,7,NLOS,1782.0,48129.0,916.0,-79.517898,-83.907852,3.377057
330,7,NLOS,1814.0,47740.0,991.0,-79.493461,-83.652923,3.377057
331,7,NLOS,1962.0,47864.0,879.0,-79.416168,-83.894058,3.320773
332,7,NLOS,1752.0,47979.0,941.0,-79.075546,-83.325096,3.358295
333,7,NLOS,1796.0,48120.0,957.0,-79.567199,-83.897277,3.302011
334,7,NLOS,1779.0,47749.0,914.0,-79.459472,-83.762405,3.320773
335,7,NLOS,1786.0,47857.0,914.0,-79.500778,-83.892555,3.339534
336,7,NLOS,1749.0,47974.0,920.0,-79.483726,-83.92527,3.302011
337,7,NLOS,1762.0,48090.0,1089.0,-79.574638,-83.78704,3.358295
338,7,NLOS,1781.0,47721.0,876.0,-79.54248,-83.624404,3.377057
339,7,NLOS,1811.0,47822.0,956.0,-79.495903,-84.036849,3.395818
340,7,NLOS,1862.0,47942.0,877.0,-79.423355,-83.574195,3.339534
341,7,NLOS,1796.0,48060.0,1086.0,-79.302742,-83.384956,3.395818
342,7,NLOS,1793.0,47647.0,959.0,-79.459472,-83.690277,3.320773
343,7,NLOS,1799.0,47796.0,1040.0,-79.466735,-83.53392,3.320773
344,7,NLOS,1981.0,47893.0,920.0,-79.452224,-83.925529,3.358295
345,7,NLOS,1782.0,48010.0,917.0,-79.033691,-83.02246,3.377057
346,7,NLOS,1769.0,48103.0,916.0,-79.493461,-83.71846,3.41458
347,7,NLOS,1743.0,47699.0,962.0,-79.52526,-83.69979,3.320773
348,7,NLOS,1835.0,47816.0,914.0,-79.589561,-84.028884,3.339534
349,7,NLOS,1743.0,47930.0,834.0,-79.36618,-83.550849,3.377057
350,8,NLOS,1702.0,47713.0,796.0,-79.770179,-88.458679,3.602194
351,8,NLOS,1887.0,47765.0,647.0,-79.692939,-88.42192,3.639717
352,8,NLOS,1717.0,47821.0,717.0,-79.244819,-88.291351,3.602194
353,8,NLOS,1722.0,47835.0,643.0,-79.654838,-92.288909,3.658478
354,8,NLOS,1691.0,47863.0,684.0,-79.642204,-91.093368,3.602194
355,8,NLOS,1675.0,47865.0,612.0,-79.721099,-91.193267,3.658478
356,8,NLOS,1655.0,47862.0,609.0,-79.76239,-92.974411,3.620955
357,8,NLOS,1605.0,48015.0,706.0,-79.814559,-95.461555,3.602194
358,8,NLOS,1729.0,48036.0,644.0,-79.947792,-93.932327,3.733524
359,8,NLOS,1782.0,48057.0,688.0,-79.624588,-94.292655,3.996184
360,8,NLOS,1710.0,48049.0,754.0,-79.493461,-95.194694,4.052468
361,8,NLOS,1808.0,47555.0,745.0,-79.672576,-95.961891,3.996184
362,8,NLOS,1799.0,47569.0,754.0,-79.430557,-95.073219,3.846093
363,8,NLOS,1812.0,47567.0,868.0,-79.452224,-95.492431,3.902377
364,8,NLOS,1744.0,47564.0,755.0,-79.420959,-96.507736,3.696001
365,8,NLOS,1710.0,47616.0,750.0,-79.587074,-94.960769,3.714763
366,8,NLOS,1749.0,47635.0,794.0,-79.672576,-93.691658,3.789808
367,8,NLOS,1792.0,47713.0,794.0,-79.574638,-94.719596,3.771047
368,8,NLOS,1723.0,47728.0,620.0,-79.469162,-95.089027,3.958661
369,8,NLOS,1775.0,47722.0,647.0,-79.639686,-96.300849,3.977423
370,8,NLOS,1717.0,47712.0,615.0,-79.510551,-96.17633,3.977423
371,8,NLOS,1760.0,47722.0,644.0,-79.654838,-95.629402,3.958661
372,8,NLOS,1706.0,47726.0,713.0,-79.547409,-96.033088,3.958661
373,8,NLOS,1758.0,47730.0,753.0,-79.682746,-96.693222,3.9399
374,8,NLOS,1721.0,47728.0,612.0,-79.552352,-96.515899,3.996184
375,8,NLOS,1708.0,47725.0,539.0,-79.644729,-97.210159,3.996184
376,8,NLOS,1710.0,47736.0,716.0,-79.677658,-97.664016,4.033707
377,8,NLOS,1686.0,47737.0,709.0,-79.672576,-97.974807,3.564671
378,8,NLOS,1698.0,47729.0,615.0,-79.733963,-98.471908,3.996184
379,8,NLOS,1636.0,47709.0,649.0,-79.703163,-97.845405,4.014945
380,8,NLOS,1719.0,47668.0,678.0,-79.744277,-94.833023,4.052468
381,8,NLOS,1779.0,47662.0,719.0,-79.64978,-98.507751,3.958661
382,8,NLOS,1769.0,47646.0,643.0,-79.500778,-97.870491,4.033707
383,8,NLOS,1662.0,47582.0,649.0,-79.52526,-94.863845,4.033707
384,8,NLOS,1785.0,47541.0,718.0,-79.796226,-95.732849,3.977423
385,8,NLOS,1755.0,48034.0,720.0,-79.48616,-97.963256,3.977423
386,8,NLOS,1717.0,48016.0,649.0,-79.559768,-95.762352,4.07123
387,8,NLOS,1719.0,47979.0,651.0,-79.654838,-94.072341,4.033707
388,8,NLOS,1760.0,47926.0,714.0,-79.64978,-96.47129,4.052468
389,8,NLOS,1671.0,47903.0,644.0,-79.547409,-97.320968,3.977423
390,8,NLOS,1635.0,47856.0,588.0,-79.867363,-94.873321,4.108753
391,8,NLOS,1682.0,47847.0,755.0,-79.867363,-96.664817,3.958661
392,8,NLOS,1727.0,47798.0,684.0,-79.744277,-95.541435,4.052468
393,8,NLOS,1714.0,47738.0,645.0,-79.629615,-96.987266,4.014945
394,8,NLOS,1697.0,47707.0,678.0,-79.662429,-97.610404,3.996184
395,8,NLOS,1714.0,47668.0,648.0,-79.705719,-95.100852,4.089991
396,8,NLOS,1742.0,47649.0,792.0,-79.662429,-97.266128,4.014945
397,8,NLOS,1755.0,47603.0,719.0,-79.592056,-95.158508,4.07123
398,8,NLOS,1791.0,47541.0,679.0,-79.559768,-96.872917,4.014945
399,8,NLOS,1787.0,48025.0,683.0,-79.47158,-97.504356,4.014945
400,9,NLOS,1671.0,48007.0,589.0,-79.928886,-90.363998,3.846093
401,9,NLOS,1730.0,47864.0,969.0,-79.772773,-88.479125,3.9399
402,9,NLOS,1714.0,47800.0,875.0,-79.622077,-89.058975,3.789808
403,9,NLOS,1744.0,47698.0,833.0,-79.662429,-89.011238,3.883616
404,9,NLOS,1707.0,47613.0,679.0,-79.587074,-88.076812,3.958661
405,9,NLOS,1810.0,48060.0,720.0,-79.680206,-89.000724,3.958661
406,9,NLOS,1875.0,47940.0,692.0,-79.42575,-88.66735,4.052468
407,9,NLOS,1752.0,47854.0,757.0,-79.272529,-87.911834,3.9399
408,9,NLOS,1830.0,47762.0,739.0,-79.567199,-87.880546,3.902377
409,9,NLOS,1788.0,47671.0,678.0,-79.378028,-87.487937,3.9399
410,9,NLOS,1800.0,48072.0,634.0,-79.478866,-87.507576,3.921138
411,9,NLOS,1699.0,47956.0,633.0,-79.449813,-87.620285,3.958661
412,9,NLOS,1658.0,47857.0,672.0,-79.700607,-87.911514,3.996184
413,9,NLOS,1813.0,47756.0,594.0,-79.806694,-87.970367,3.902377
414,9,NLOS,1754.0,47677.0,737.0,-79.418563,-87.702636,3.9399
415,9,NLOS,1738.0,48040.0,865.0,-79.56224,-87.743576,4.014945
416,9,NLOS,1889.0,47939.0,673.0,-79.602043,-88.016944,3.9399
417,9,NLOS,1796.0,47815.0,648.0,-79.240219,-87.399452,3.9399
418,9,NLOS,1859.0,47707.0,799.0,-79.459472,-87.905639,3.958661
419,9,NLOS,1613.0,48104.0,674.0,-79.309745,-87.689903,3.902377
420,9,NLOS,1712.0,47989.0,672.0,-79.926193,-87.957283,3.996184
421,9,NLOS,1816.0,47855.0,797.0,-79.667503,-87.570243,3.977423
422,9,NLOS,1794.0,47750.0,676.0,-79.411376,-87.762901,3.883616
423,9,NLOS,1820.0,47624.0,693.0,-79.464317,-87.690124,3.958661
424,9,NLOS,1640.0,47852.0,855.0,-79.483726,-87.502944,3.9399
425,9,NLOS,1760.0,47749.0,734.0,-79.854103,-88.3311,3.902377
426,9,NLOS,1796.0,47624.0,737.0,-79.547409,-87.423927,3.996184
427,9,NLOS,1726.0,48001.0,786.0,-79.459472,-87.698051,3.921138
428,9,NLOS,1632.0,47863.0,735.0,-79.632133,-87.519966,3.9399
429,9,NLOS,1779.0,47731.0,679.0,-79.875335,-87.678794,3.958661
430,9,NLOS,1677.0,48068.0,636.0,-79.500778,-87.618873,4.014945
431,9,NLOS,1701.0,47946.0,576.0,-79.757209,-88.259811,3.9399
432,9,NLOS,1750.0,47812.0,799.0,-79.695495,-87.970642,3.958661
433,9,NLOS,1705.0,47683.0,737.0,-79.572158,-87.466308,3.921138
434,9,NLOS,1765.0,48017.0,750.0,-79.685295,-87.506446,3.958661
435,9,NLOS,1864.0,47880.0,800.0,-79.535095,-87.53804,3.977423
436,9,NLOS,1783.0,47717.0,845.0,-79.29808,-87.295822,3.958661
437,9,NLOS,1807.0,48072.0,733.0,-79.491027,-87.362991,3.996184
438,9,NLOS,1643.0,47920.0,847.0,-79.43296,-87.237655,3.996184
439,9,NLOS,1711.0,47740.0,609.0,-79.84616,-87.865898,3.9399
440,9,NLOS,1811.0,48096.0,802.0,-79.670036,-87.338577,3.9399
441,9,NLOS,1752.0,47940.0,630.0,-79.423355,-87.268875,3.9399
442,9,NLOS,1688.0,47772.0,734.0,-79.567199,-87.696678,3.977423
443,9,NLOS,1791.0,48136.0,741.0,-79.728813,-87.869201,3.921138
444,9,NLOS,1799.0,47939.0,737.0,-79.47158,-87.445922,3.9399
445,9,NLOS,1851.0,47766.0,756.0,-79.452224,-87.358871,3.9399
446,9,NLOS,1751.0,48092.0,804.0,-79.328475,-87.593452,3.9399
447,9,NLOS,1879.0,47929.0,740.0,-79.569679,-87.539238,3.921138
448,9,NLOS,1677.0,47734.0,672.0,-79.263267,-87.401397,3.902377
449,9,NLOS,1740.0,48068.0,801.0,-79.757209,-87.862007,3.921138
450,10,NLOS,1922.0,48044.0,722.0,-79.413772,-87.627044,4.089991
451,10,NLOS,1751.0,47813.0,678.0,-79.165008,-89.355178,4.089991
452,10,NLOS,1807.0,48091.0,710.0,-79.569679,-87.911125,4.07123
453,10,NLOS,1760.0,48132.0,632.0,-79.629615,-87.470283,4.089991
454,10,NLOS,1759.0,47920.0,579.0,-79.547409,-86.607597,3.9399
455,10,NLOS,1761.0,47690.0,574.0,-79.549881,-86.842842,4.033707
456,10,NLOS,1807.0,47942.0,630.0,-79.544944,-86.646942,3.958661
457,10,NLOS,1805.0,47716.0,548.0,-79.43296,-86.820861,3.9399
458,10,NLOS,1753.0,48001.0,611.0,-79.437767,-86.634262,3.996184
459,10,NLOS,1796.0,47763.0,671.0,-79.56472,-86.600364,4.033707
460,10,NLOS,1758.0,48046.0,610.0,-79.459472,-86.752288,3.977423
461,10,NLOS,1725.0,47775.0,536.0,-79.552352,-86.607223,4.033707
462,10,NLOS,1790.0,48059.0,516.0,-79.634651,-87.07579,3.996184
463,10,NLOS,1769.0,47813.0,610.0,-79.474006,-86.87638,4.089991
464,10,NLOS,1832.0,48082.0,610.0,-79.52526,-86.929,4.014945
465,10,NLOS,1814.0,47831.0,545.0,-79.373283,-86.699958,3.996184
466,10,NLOS,1712.0,48076.0,546.0,-79.416168,-86.80838,4.033707
467,10,NLOS,1830.0,47815.0,609.0,-79.667503,-86.969116,3.977423
468,10,NLOS,1790.0,48077.0,609.0,-79.378028,-86.64302,3.977423
469,10,NLOS,1798.0,47823.0,574.0,-79.474006,-86.602531,3.977423
470,10,NLOS,1757.0,48055.0,673.0,-79.454643,-86.933342,4.014945
471,10,NLOS,1832.0,47813.0,728.0,-79.554824,-87.304481,3.9399
472,10,NLOS,1787.0,48066.0,675.0,-79.373283,-86.596572,3.977423
473,10,NLOS,1812.0,47808.0,549.0,-79.481292,-86.794731,3.977423
474,10,NLOS,1827.0,48065.0,610.0,-79.420959,-86.630355,4.014945
475,10,NLOS,1784.0,47782.0,641.0,-79.385154,-86.645553,4.014945
476,10,NLOS,1794.0,48008.0,672.0,-79.488594,-86.658081,3.977423
477,10,NLOS,1769.0,47744.0,646.0,-79.464317,-86.64373,3.977423
478,10,NLOS,1808.0,47971.0,578.0,-79.52526,-86.617652,4.033707
479,10,NLOS,1786.0,47666.0,608.0,-79.430557,-86.499092,4.014945
480,10,NLOS,1814.0,47931.0,647.0,-79.483726,-87.192665,3.958661
481,10,NLOS,1765.0,47600.0,672.0,-79.416168,-86.700325,4.033707
482,10,NLOS,1778.0,47855.0,606.0,-79.535095,-87.09671,3.958661
483,10,NLOS,1731.0,48069.0,573.0,-79.503219,-86.915061,3.996184
484,10,NLOS,1775.0,47800.0,607.0,-79.619567,-86.718757,3.977423
485,10,NLOS,1808.0,48008.0,738.0,-79.510551,-86.686813,4.033707
486,10,NLOS,1825.0,47745.0,643.0,-79.430557,-86.791809,3.977423
487,10,NLOS,1709.0,47906.0,577.0,-79.389907,-86.057029,4.089991
488,10,NLOS,1754.0,48135.0,631.0,-79.675117,-86.95211,4.033707
489,10,NLOS,1701.0,48026.0,538.0,-79.587074,-86.903656,3.996184
490,10,NLOS,1759.0,47708.0,635.0,-79.695495,-87.019927,3.996184
491,10,NLOS,1760.0,47926.0,648.0,-79.549881,-86.768264,3.996184
492,10,NLOS,1811.0,48132.0,612.0,-79.547409,-86.590095,4.014945
493,10,NLOS,1824.0,47800.0,617.0,-79.423355,-86.497772,4.089991
494,10,NLOS,1787.0,48002.0,550.0,-79.392288,-86.680732,4.014945
495,10,NLOS,1793.0,47676.0,630.0,-79.481292,-86.541343,3.996184
496,10,NLOS,1717.0,47850.0,635.0,-79.466735,-86.793052,4.07123
497,10,NLOS,1690.0,48060.0,611.0,-79.654838,-87.103836,4.033707
498,10,NLOS,1746.0,47747.0,678.0,-79.72367,-88.162879,4.07123
499,10,NLOS,1843.0,47896.0,718.0,-79.582099,-87.777389,4.014945
500,11,NLOS,1839.0,47795.0,649.0,-79.535095,-89.263443,4.052468
501,11,NLOS,1792.0,47946.0,681.0,-79.356719,-87.274902,4.146276
502,11,NLOS,1789.0,48077.0,683.0,-79.469162,-85.923347,4.146276
503,11,NLOS,1745.0,47713.0,577.0,-79.476432,-86.695701,4.089991
504,11,NLOS,1786.0,47874.0,680.0,-79.584587,-86.895126,4.108753
505,11,NLOS,1705.0,48013.0,547.0,-79.483726,-86.496162,4.127514
506,11,NLOS,1842.0,47663.0,733.0,-79.685295,-86.741729,4.07123
507,11,NLOS,1840.0,47789.0,711.0,-79.349639,-86.915275,4.089991
508,11,NLOS,1745.0,47924.0,642.0,-79.354362,-86.612419,4.052468
509,11,NLOS,1966.0,48068.0,791.0,-79.584587,-86.780761,4.089991
510,11,NLOS,1844.0,47689.0,653.0,-79.066703,-85.909973,4.07123
511,11,NLOS,1838.0,47941.0,683.0,-79.535095,-86.852798,4.127514
512,11,NLOS,1906.0,48071.0,716.0,-79.359085,-86.173934,4.108753
513,11,NLOS,1833.0,47688.0,757.0,-79.201309,-86.105606,4.07123
514,11,NLOS,1869.0,47817.0,753.0,-79.37091,-86.571083,4.108753
515,11,NLOS,1783.0,47942.0,679.0,-79.286445,-86.504653,4.127514
516,11,NLOS,1725.0,48060.0,577.0,-79.491027,-86.484992,4.089991
517,11,NLOS,1973.0,47685.0,680.0,-79.634651,-86.954238,4.127514
518,11,NLOS,1788.0,47795.0,749.0,-79.051269,-85.493804,4.07123
519,11,NLOS,1876.0,47924.0,791.0,-79.478866,-86.8861,4.07123
520,11,NLOS,1787.0,48037.0,735.0,-79.27021,-86.795883,4.089991
521,11,NLOS,1905.0,47629.0,777.0,-79.481292,-87.051322,4.07123
522,11,NLOS,1709.0,47741.0,575.0,-79.20359,-86.304595,4.07123
523,11,NLOS,1814.0,47855.0,609.0,-79.675117,-87.031799,4.089991
524,11,NLOS,1814.0,47954.0,645.0,-79.416168,-86.855026,4.089991
525,11,NLOS,1809.0,48066.0,670.0,-79.416168,-86.596702,4.127514
526,11,NLOS,1881.0,47640.0,650.0,-79.428154,-86.249259,4.108753
527,11,NLOS,1725.0,47743.0,573.0,-79.258651,-86.581367,4.07123
528,11,NLOS,1891.0,47846.0,782.0,-79.634651,-87.065597,4.089991
529,11,NLOS,1802.0,47944.0,778.0,-79.235626,-86.462036,4.089991
530,11,NLOS,1829.0,48033.0,581.0,-79.444992,-86.28955,4.108753
531,11,NLOS,1727.0,47605.0,576.0,-79.380401,-86.759361,4.108753
532,11,NLOS,1848.0,47688.0,611.0,-79.629615,-87.1697,4.089991
533,11,NLOS,1804.0,47791.0,648.0,-79.335517,-86.270164,4.07123
534,11,NLOS,1737.0,47875.0,515.0,-79.44017,-86.944931,4.07123
535,11,NLOS,1859.0,47949.0,616.0,-79.604537,-86.300262,4.108753
536,11,NLOS,1839.0,48014.0,715.0,-79.309745,-86.278724,4.146276
537,11,NLOS,1921.0,48095.0,711.0,-79.356719,-86.706352,4.108753
538,11,NLOS,1716.0,47664.0,546.0,-79.167266,-86.539222,4.089991
539,11,NLOS,1997.0,47753.0,717.0,-79.657363,-87.40216,4.052468
540,11,NLOS,1915.0,47815.0,715.0,-78.998756,-85.666435,4.127514
541,11,NLOS,1860.0,47880.0,679.0,-79.180847,-86.101364,4.089991
542,11,NLOS,1866.0,47946.0,756.0,-79.307411,-85.862998,4.07123
543,11,NLOS,1670.0,48007.0,572.0,-79.293418,-85.847923,4.089991
544,11,NLOS,1823.0,48076.0,646.0,-79.775375,-86.479148,4.07123
545,11,NLOS,1817.0,47630.0,580.0,-79.394668,-86.363128,4.089991
546,11,NLOS,1771.0,47680.0,679.0,-79.408988,-86.317253,4.089991
547,11,NLOS,1856.0,47796.0,730.0,-79.444992,-86.791557,4.07123
548,11,NLOS,1797.0,47846.0,712.0,-79.316757,-86.855087,4.127514
549,11,NLOS,1945.0,47893.0,578.0,-79.457061,-86.949249,4.07123
550,12,NLOS,1718.0,47752.0,753.0,-80.232948,-94.229415,3.508387
551,12,NLOS,1817.0,47789.0,676.0,-79.652305,-91.817016,3.602194
552,12,NLOS,1973.0,47695.0,738.0,-79.408988,-92.248229,3.9399
553,12,NLOS,1678.0,47655.0,764.0,-79.051269,-92.761619,3.846093
554,12,NLOS,1644.0,48070.0,727.0,-79.754615,-91.932121,3.958661
555,12,NLOS,1628.0,47447.0,562.0,-79.843521,-92.723304,3.80857
556,12,NLOS,1639.0,47416.0,607.0,-79.885993,-98.685867,3.433341
557,12,NLOS,1514.0,47381.0,536.0,-79.85675,-104.43383,3.377057
558,12,NLOS,1411.0,47775.0,529.0,-80.201278,-101.696296,3.395818
559,12,NLOS,1475.0,47966.0,641.0,-80.50727,-105.380996,3.245727
560,12,NLOS,1477.0,47643.0,667.0,-80.31462,-92.002967,4.46522
561,12,NLOS,1565.0,48072.0,694.0,-80.308731,-103.299812,3.41458
562,12,NLOS,1866.0,47953.0,786.0,-80.057395,-95.465339,3.433341
563,12,NLOS,1855.0,47855.0,857.0,-79.293418,-95.179908,3.358295
564,12,NLOS,1887.0,47768.0,699.0,-79.319099,-95.247932,3.358295
565,12,NLOS,1872.0,47683.0,704.0,-79.244819,-97.217163,3.358295
566,12,NLOS,1881.0,47596.0,736.0,-79.279479,-99.182861,3.358295
567,12,NLOS,1892.0,47516.0,672.0,-79.258651,-99.477096,3.358295
568,12,NLOS,1905.0,47918.0,910.0,-79.233329,-99.621551,3.358295
569,12,NLOS,1682.0,47832.0,672.0,-79.20359,-98.880897,3.302011
570,12,NLOS,1928.0,47748.0,739.0,-79.744277,-99.131484,3.358295
571,12,NLOS,1838.0,47646.0,784.0,-79.151466,-98.771408,3.358295
572,12,NLOS,2112.0,47565.0,767.0,-79.359085,-98.955436,3.339534
573,12,NLOS,1988.0,47964.0,824.0,-78.7556,-98.354637,3.377057
574,12,NLOS,1924.0,47760.0,734.0,-79.247123,-98.596488,3.358295
575,12,NLOS,1835.0,47641.0,705.0,-79.160484,-98.394157,3.395818
576,12,NLOS,2117.0,47536.0,799.0,-79.36618,-98.055908,3.358295
577,12,NLOS,1925.0,47917.0,864.0,-78.74533,-97.828552,3.339534
578,12,NLOS,1882.0,47815.0,751.0,-79.158233,-98.746124,3.320773
579,12,NLOS,1887.0,47710.0,594.0,-79.25634,-98.428146,3.377057
580,12,NLOS,1957.0,47591.0,790.0,-79.244819,-98.933914,3.395818
581,12,NLOS,1819.0,47983.0,702.0,-79.086631,-98.501998,3.320773
582,12,NLOS,2139.0,47866.0,860.0,-79.404212,-98.556701,3.377057
583,12,NLOS,1944.0,47747.0,826.0,-78.700431,-98.282959,3.395818
584,12,NLOS,1798.0,47637.0,699.0,-79.115577,-98.416351,3.339534
585,12,NLOS,1970.0,47522.0,736.0,-79.454643,-98.415687,3.339534
586,12,NLOS,1778.0,47902.0,784.0,-79.057876,-98.088836,3.377057
587,12,NLOS,1916.0,47782.0,785.0,-79.503219,-98.347618,3.320773
588,12,NLOS,1859.0,47643.0,787.0,-79.178581,-98.362175,3.395818
589,12,NLOS,1932.0,47532.0,823.0,-79.309745,-98.095016,3.302011
590,12,NLOS,1931.0,47915.0,824.0,-79.142471,-98.536476,3.339534
591,12,NLOS,1936.0,47784.0,824.0,-79.144714,-98.307113,3.339534
592,12,NLOS,1778.0,47641.0,716.0,-79.133483,-98.459175,3.339534
593,12,NLOS,1862.0,47515.0,789.0,-79.503219,-101.872802,3.320773
594,12,NLOS,1927.0,47380.0,794.0,-79.302742,-101.832405,3.358295
595,12,NLOS,1928.0,47761.0,827.0,-79.153724,-101.737113,3.339534
596,12,NLOS,1869.0,47601.0,831.0,-79.151466,-100.908752,3.339534
597,12,NLOS,2052.0,47459.0,910.0,-79.286445,-101.534095,3.358295
598,12,NLOS,2068.0,47321.0,912.0,-78.880767,-100.972831,3.339534
599,12,NLOS,1891.0,47685.0,831.0,-78.84703,-100.525276,3.377057
